SHOE_NAME,Brand,Closure,Collaboration,Designed By,Embellishment,Inspired From,Lace Type,MSRP (USD),Origin,Print,Release Date,Season,Style,Top,Weight (oz)
Adidas Hoops 2.0 Mid,Adidas,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",65.00,,{},,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Mid,
Nike React Presto Flyknit,Nike,"{Laces, Slip-On}",,,,Running,"{Cotton Lace, Round Lace, No Lace}",140.00,,{},2021,"{Spring, Summer}","{Retro, Sporty, Futuristic, Chunky}",Low,
Fila Panache,Fila,{Laces},,,,,"{Cotton Lace, Flat Lace}",65.00,,{},2022,"{Spring, Summer, Fall}","{Minimalist, Platform}",Low,
Keds Kickback,Keds,"{Laces, Slip-On}",,,,Casual,{},70.00,,{},2023,"{Spring, Summer}",{Minimalist},Low,
Nike MD Runner 2 SE,Nike,{Laces},,,,Running,{Flat Lace},75.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Etnies RLS,Etnies,{Laces},,,,Skate,{Flat Lace},45.00,,{},2020,"{Spring, Summer}",{Minimalist},Low,
Adidas Ozweego Pure,Adidas,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",110.00,,{},2021,"{Spring, Summer}","{Retro, Dad, Sporty, Chunky}",Low,
Converse Chuck Taylor All Star High Street High Top,Converse,{Laces},,,,Basketball,{},60.00,,{},2019,{},{},High,
ASICS Gel Lyte V Sanze Knit,ASICS,{},,,,Running,{},160.00,,{},,{},{},Low,
Nike Free Run Trail,Nike,"{Laces, Slip-On}",,,,Hiking,"{Cotton Lace, No Lace, Flat Lace}",120.00,,{},2021,"{Spring, Summer}",{Sporty},Low,
Nike Free Crater Trail Moc N7,Nike,{Laces},,,,Hiking,{Toggle Lace},160.00,,{},2022,"{Spring, Summer}","{Retro, Sporty}",High,
Reebok Royal Pervader,Reebok,{Laces},,,,Running,{},70.00,,{},2020,{},"{Retro, Sporty, Chunky}",Low,
Nike Blazer Low Leather,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",75.00,Asian,{},2020,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Timberland TBL Originals Ultra,Timberland,{Laces},,,,Hiking,{},170.00,,{},,"{Spring, Summer, Fall, Winter}",{Sneakerboots},High,
Nike Blazer Mid Sacai,Nike,{Laces},Sacai,Chitose Abe,,Basketball,"{Cotton Lace, Flat Lace}",140.00,,{},2020,"{Spring, Summer}","{Retro, Sporty}",Mid,
Converse Jack Purcell Classic Low Top,Converse,{},,,,,{},65.00,,{},,{},{},Low,
Adidas Forum Hi 84,Adidas,{Laces},,,,Basketball,{},130.00,,{},,"{Spring, Summer, Fall}","{Retro, Classic}",High,
ECCO Byway Tred,ECCO,{Laces},,,,Casual,{},180.00,,{},2020,"{Spring, Summer}",{},Low,
Sperry Pier View,Sperry,{Slip-On},,,,Boat,"{No Lace, Leather Lace}",60.00,,{},2022,"{Spring, Summer}","{Classic, Minimalist}",Low,
Balenciaga Speed Graffiti,Balenciaga,{Slip-On},,,,Running,{No Lace},825.00,Italian,{},2020,"{Spring, Summer}","{Minimalist, Sock}",High,8.5
DC Tonik,DC,{},,,,Skate,{},65.00,,{},,{},{},Low,
Lacoste Joggeur,Lacoste,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",70.00,,{},2019,"{Spring, Summer}",{Minimalist},Low,
Nike Waffle Racer Off-White,Nike,{Laces},Off-White,Virgil Abloh,,Running,{Round Lace},150.00,,{},2020,"{Spring, Summer}","{Retro, Sporty}",Low,
Etnies Fader 2,Etnies,{},,,,Skate,{},65.00,,{},,{},{},Low,
Nike Air Max Penny 1 Orlando 2022,Nike,{Laces},,Eric Avar,,Basketball,{Round Lace},170.00,Asian,{},2023,"{Fall, Winter}","{Retro, Sporty}",Mid,
Nike Air Max 97 Plus,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",175.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Chunky}",Low,
PUMA Fast Rider,PUMA,{Laces},,,,Running,{},80.00,,{},2020,{},{Classic},Low,9.8
Nike Air Heights,Nike,{Laces},,,,Casual,"{Cotton Lace, Round Lace}",80.00,,{},2020,"{Spring, Summer}",{Sporty},Low,
HUF Galaxy,HUF,{Laces},,,,Skate,{},65.00,,{},2019,{},{},Low,
Nike Cortez Be True,Nike,{Laces},,Bill Bowerman,,Running,{Flat Lace},90.00,Asian,{},2023,"{Spring, Summer}",{Sporty},Low,
Columbia Vent,Columbia,"{Laces, Slip-On}",,,,Hiking,{No Lace},85.00,,{},2020,{Summer},{Sporty},Low,
DC Trase TX SE,DC,{Laces},,,,Skate,{},55.00,,{},,{},{},Low,
Reebok Classic Leather 1983 Vintage,Reebok,{Laces},,,,Running,{Cotton Lace},90.00,Asian,{},2022,"{Spring, Summer, Fall, Winter}","{Retro, Sporty, Minimalist}",Low,
Adidas NMD_R2,Adidas,{Laces},,Nic Galway,,Running,{Flat Lace},130.00,,{},,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Sperry Crest Vibe Platform Sneaker,Sperry,"{Laces, Slip-On}",,,,Casual,{},85.00,,{},2023,"{Spring, Summer, Fall}",{Platform},Low,
Adidas Archivo,Adidas,{Laces},,,,Running,{},65.00,,{},2019,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Nike Air Max Plus Premium,Nike,{},,,,Running,{},170.00,,{},2019,{},{},Low,
Vans OG Era LX,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",70.00,,"{Snakeskin, Animal, Graphic}",2020,"{Spring, Summer}","{Classic, Sporty}",Low,
DC Pensford,DC,{},,,,Skate,{},90.00,,{},,{},{},High,
Lakai Trudger,Lakai,{Laces},,,,Skate,{Flat Lace},95.00,,{},2023,"{Spring, Summer}",{Sporty},Mid,
Onitsuka Tiger Mexico 66 Paraty,Onitsuka Tiger,{},,,,Running,{},70.00,,{},,{},{},Low,
ECCO Soft 7 Woven,ECCO,{},,,,Casual,{},160.00,,{},,{},{},Low,
Fila Orbit,Fila,{Laces},,,,Hiking,{Flat Lace},90.00,,{},,"{Spring, Summer}","{Retro, Wedge}",Low,
Nike Air Force 1 Gore-Tex,Nike,{Laces},,,,Basketball,{Flat Lace},150.00,,{},2020,"{Fall, Winter}","{Retro, Sporty}",Low,
Merrell Cloud Moc Vent,Merrell,{Slip-On},,,,Casual,{No Lace},80.00,,{},2023,"{Spring, Summer, Fall}",{Sporty},Low,
Reebok Workout Plus 1987 TV,Reebok,{},,,,Training,{},110.00,,{},2019,{},{},Low,
Skechers Easy Going - Latte,Skechers,{Slip-On},,,,Casual,{No Lace},70.00,,{},2022,"{Fall, Winter}","{Mule, Clogs}",Low,
Nike Dunk High SP,Nike,{Laces},,,,Basketball,{Flat Lace},120.00,,{},2023,"{Spring, Summer, Fall}","{Retro, Sporty}",High,
ASICS Tarther OG,ASICS,{Laces},,,,Running,{Flat Lace},75.00,,{},2022,"{Spring, Summer}","{Retro, Sporty}",Low,
Reebok Classic Leather Ripple,Reebok,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",80.00,,{},2019,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Nike DBreak-Type SE,Nike,{Laces},,,,Running,{},100.00,,{},2023,"{Spring, Summer}","{Retro, Sporty}",Low,
Adidas NY 90 Stripes,Adidas,{Laces},,,,Basketball,{Flat Lace},88.00,,{},2023,"{Spring, Summer}","{Classic, Sporty, Minimalist}",Low,
Lacoste Carnaby Evo Trainers,Lacoste,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",90.00,,{},,"{Spring, Fall}",{Minimalist},Low,
Skechers Energy,Skechers,{Laces},,,,Casual,{},60.00,,{},,{},"{Dad, Chunky}",Low,
Under Armour Ripple,Under Armour,{Laces},,,,Casual,{},65.00,,{},,"{Spring, Summer}",{},Low,7.1
Adidas Okosu,Adidas,{Laces},,,,Tennis,{},65.00,,{},2022,"{Spring, Summer, Fall}",{Minimalist},Low,
Vans Anaheim Factory Slip-On 98 DX,Vans,{Slip-On},,,,Skate,{No Lace},80.00,,{},,"{Spring, Summer}",{Minimalist},Low,
Teva Ember Moc Shearling,Teva,{Slip-On},,,,Casual,{No Lace},100.00,,{},2020,"{Spring, Fall, Winter}","{Retro, Minimalist, Sock}",Low,0.4
Nike Atsuma,Nike,{Laces},,,,Running,{},70.00,,{},2020,"{Spring, Summer}",{Sporty},Low,
Nike Dunk High 1985 SP,Nike,{Laces},,,,Basketball,{Flat Lace},130.00,,"{Tie Dye, Graphic}",2022,"{Spring, Summer, Fall}",{Retro},High,
Timberland Davis Square Mixed-Media Chukka,Timberland,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",90.00,,{},2020,"{Spring, Summer}",{Sneakerboots},Mid,
Nike Air Force 1 Low LX UV Reactive,Nike,{Laces},,,,Basketball,{},110.00,,{},2022,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
Saucony Jazz 81 Peak Premium,Saucony,{Laces},,,,Hiking,{Flat Lace},100.00,,{},2022,"{Spring, Summer}","{Retro, Sporty}",Low,
Steve Madden Rezume,Steve Madden,{Laces},,,Rhinestone,Tennis,{},80.00,,{},2022,"{Spring, Summer, Fall}",{},Low,
Nike x Sacai VaporWaffle,Nike,{Laces},Sacai,Chitose Abe,,Running,"{Cotton Lace, Flat Lace}",180.00,Asian,{},2021,"{Spring, Summer}","{Sporty, Futuristic, Chunky}",Low,
Saucony Shadow 6000 Sweet Street,Saucony,{},,,,Running,{},180.00,,{},2023,"{Spring, Summer}",{Chunky},Low,
New Balance Casablanca XC-72,New Balance,{Laces},,,,,"{Cotton Lace, Flat Lace}",150.00,,{},2022,"{Spring, Summer}","{Retro, Futuristic}",Low,
Nike Blazer Low 77 Premium,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",100.00,Asian,{},2023,"{Fall, Winter}",{Retro},Low,
Adidas Stan Smith CF,Adidas,{Velcro},,,,Tennis,{No Lace},85.00,,{},,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Adidas Hoops 3.0 Mid,Adidas,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",70.00,,{},2022,"{Spring, Summer}",{Sporty},Mid,
Adidas Nario Move,Adidas,{},,,,Running,{},70.00,,{},2022,"{Spring, Summer}",{Sporty},Low,
Reebok Premier,Reebok,{Laces},,,,Running,{Round Lace},85.00,,{},2022,"{Spring, Summer}","{Sporty, Futuristic}",Low,
Adidas Forum Low South Park,Adidas,"{Velcro, Laces}",South Park,,,Casual,{No Lace},110.00,,{},2022,"{Spring, Fall}","{Retro, Chunky}",Low,
Reebok Zig Sky,Reebok,"{Laces, Slip-On}",,,,Running,{No Lace},80.00,,{},2022,"{Spring, Summer, Fall}",{Sporty},Low,
Nike Air Humara x Jacquemus,Nike,{Laces},Jacquemus,,,Hiking,{Flat Lace},170.00,,{},2023,"{Spring, Summer}","{Sporty, Chunky}",Low,
Nike Air Vapormax EVO NRG,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",200.00,Asian,"{Snakeskin, Camouflage, Animal}",2021,"{Spring, Summer}","{Sporty, Chunky}",Low,
Adidas Sleek Super,Adidas,{Laces},,,,Tennis,"{Cotton Lace, Flat Lace}",90.00,,{},2019,"{Spring, Summer, Fall}","{Retro, Minimalist, Platform}",Low,
Emerica Dissent,Emerica,{},,,,Skate,{},65.00,,{},2019,{},{},Low,
Sorel Kinetic Impact Strap,Sorel,{Slip-On},,,,,{No Lace},140.00,,{},2022,{Summer},"{Sporty, Futuristic, Chunky}",Low,
Nike Air Force 1 Experimental,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace, Toggle Lace}",130.00,Asian,{},2021,"{Spring, Summer}","{Retro, Sporty, Deconstructed}",Low,
SeaVees Legend Sneaker Cordies,SeaVees,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",78.00,,{},2019,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Nike Air Max Graviton,Nike,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",100.00,,{},2020,"{Spring, Summer}",{Sporty},Low,
Air Jordan 15 Retro,Jordan,{Laces},,,,Basketball,{},150.00,,{},,"{Spring, Summer}",{Sporty},Mid,14.6
Reebok Instapump Fury 95,Reebok,{Slip-On},,,,Running,{No Lace},170.00,,{},,"{Spring, Summer}","{Retro, Classic, Sporty, Futuristic}",Low,
Adidas Rivalry TR,Adidas,{Laces},,,,Basketball,{},159.00,,{},2020,"{Fall, Winter}","{Retro, Sporty}",High,
Vans Slip-On 59,Vans,{Slip-On},,,,Skate,{No Lace},70.00,Asian,{},2022,"{Spring, Summer}","{Retro, Classic}",Low,17.0
Vans SK8-Hi Pro,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",70.00,,{Checkered},,"{Spring, Summer, Fall}","{Retro, Sporty}",High,
Nike Air Force 1 07 Mid LV8,Nike,"{Velcro, Laces}",,,,Basketball,"{Cotton Lace, No Lace, Flat Lace}",115.00,,{},,"{Spring, Fall}","{Retro, Sporty}",Mid,
Vans Checkerboard Old Skool Platform,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",65.00,,{Checkered},,"{Spring, Summer, Fall}","{Sporty, Platform}",Low,
Skechers Solar Fuse,Skechers,"{Laces, Slip-On}",,,,Casual,{No Lace},72.00,,{},2020,"{Spring, Summer}","{Minimalist, Sock}",Low,
Reebok Zig Dynamica 3,Reebok,{Laces},,,,Running,{},90.00,,{},2022,"{Spring, Summer}",{},Low,
Balenciaga Track.3,Balenciaga,{Laces},,,,Running,{Round Lace},995.00,Asian,{},2023,"{Spring, Summer}","{Dad, Sporty, Deconstructed}",Low,
Veja Campo Chromefree,Veja,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",175.00,,{},2022,"{Spring, Summer}",{Minimalist},Low,
Nike CPFM Flea 1 Cactus Plant Flea Market,Nike,{},Cactus Plant Flea Market,,,Casual,"{Round Lace, Flat Lace}",190.00,,{},2023,"{Spring, Summer, Fall, Winter}",{},Low,
Vans Mid Skool 37,Vans,{Laces},,,,Skate,{Flat Lace},85.00,,{},2023,"{Spring, Summer}","{Retro, Classic, Sporty}",Mid,
Sperry Lounge Away 2,Sperry,{Slip-On},,,,Boat,{No Lace},60.00,,{},2022,"{Spring, Summer, Fall}",{Minimalist},Low,
ECCO Soft 7 Boot,ECCO,{Zipper},,,,Casual,{No Lace},230.00,,{},2019,"{Spring, Fall}",{Dressy},High,
Airwalk Brock,Airwalk,{Laces},,,,Skate,{},70.00,,{},2019,{},{},Low,
Adidas Yeezy Desert Boot Rock,Adidas,{Laces},Kanye West,,,Hiking,{Round Lace},200.00,,{},2020,"{Spring, Fall}","{Chunky, Sneakerboots}",Mid,
Under Armour UA Essential Sportstyle,Under Armour,{Laces},,,,Running,{Flat Lace},65.00,,{},,"{Spring, Summer}","{Sporty, Minimalist}",Low,
Adidas Lite Racer Adapt 4.0,Adidas,{Slip-On},,,,Running,{No Lace},70.00,Asian,{},2022,"{Spring, Summer}","{Classic, Sporty}",Low,
Nike SB Dunk High Pro ISO,Nike,{Laces},,,,Skate,{Flat Lace},110.00,,{},2022,"{Spring, Fall}","{Retro, Classic, Sporty, Minimalist}",High,
Fila Original Fitness Fila,Fila,{Laces},,,,Running,{},75.00,,{},2019,{},{},Low,
Gucci Ace Embroidered Sneaker,Gucci,{Laces},,,Embroidered,Casual,{},680.00,Italian,{},,"{Spring, Summer}","{Retro, Sporty}",Low,
Nike Air Max 1 SP,Nike,{Laces},Collin Provost,Deon Point,Embroidered,Casual,{},170.00,,"{Camouflage, Floral, Striped, Graphic}",2022,"{Spring, Summer}","{Retro, Deconstructed}",Low,
PUMA Mayze Classic,PUMA,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",90.00,,{},2023,"{Spring, Summer}","{Classic, Platform, Chunky}",Low,18.0
Gucci GG Supreme Sneaker,Gucci,{Slip-On},,,,Casual,{No Lace},540.00,,{},2020,{Summer},{},Low,
Converse Skidgrip High,Converse,{Laces},,Jerry Lorenzo,,Basketball,"{Round Lace, Synthetic Lace}",70.00,Asian,{},2023,"{Fall, Winter}","{Retro, Sporty}",High,
Converse Chuck Taylor All Star Flyease,Converse,"{Laces, Slip-On}",,,,Casual,{No Lace},90.00,,{},,"{Spring, Summer}",{Futuristic},Low,
SeaVees Maslon Desert Boot Standard,SeaVees,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",98.00,,{},,"{Spring, Fall}",{Sneakerboots},Mid,
Nike Air Force 1 Travis Scott,Nike,"{Zipper, Laces}",Travis Scott,,,Basketball,"{No Lace, Flat Lace}",150.00,,{},,"{Spring, Summer}","{Retro, Sporty}",Low,
Reebok Zig 3D Storm Hydro,Reebok,"{Buckle, Laces}",Cottweiler,,,Running,{No Lace},180.00,,{},2022,"{Spring, Summer}",{Futuristic},Low,
Adidas Pharrell Williams Human Race NMD TR,Adidas,"{Laces, Slip-On}",Pharrell Williams,,,Hiking,"{Round Lace, No Lace}",240.00,,{},,{Summer},{Sporty},Low,
Merrell Alpine Hiker,Merrell,{Laces},,,,Hiking,{},95.00,,{},2022,"{Spring, Summer, Fall, Winter}",{Sneakerboots},High,14.1
Nike Free Run Trail Crater,Nike,"{Laces, Slip-On}",,,,Hiking,"{Cotton Lace, No Lace, Flat Lace}",110.00,,{},2022,"{Spring, Summer}",{Sporty},Low,
Converse Chuck Taylor All Star Slip,Converse,{Slip-On},,,,Basketball,{No Lace},50.00,Asian,{},2019,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
New Balance Numeric 508,New Balance,{Laces},Brandon Westgate,,,Skate,{},85.00,,{},2022,"{Spring, Summer}","{Retro, Classic, Minimalist}",Low,14.0
Skechers Diameter - Murilo,Skechers,{},,,,Casual,{},65.00,,{},,{},{},Low,
Nike Waffle One Premium,Nike,{Laces},,,,Running,{Flat Lace},110.00,,{},2023,"{Fall, Winter}","{Retro, Sporty}",Low,
Vans Old Skool Zip,Vans,"{Zipper, Laces}",,,,Skate,"{Cotton Lace, No Lace, Flat Lace}",75.00,,{},2023,"{Spring, Summer}","{Classic, Sporty, Minimalist}",Low,
Etnies Division,Etnies,{Laces},,,,Skate,{Flat Lace},62.00,,{},2023,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
Etnies Scout Plus,Etnies,{},,,,Skate,{},72.00,,{},2022,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
UGG Dinale,UGG,{Laces},,,,Casual,{},110.00,,"{Leopard, Animal}",2022,"{Spring, Summer, Fall}",{Platform},Low,
Fila Disruptor Low,Fila,{Laces},,,,Casual,{Flat Lace},120.00,,{},2020,"{Spring, Summer}","{Retro, Dad, Sporty, Chunky}",Low,
Saucony Shadow 5000 Premium,Saucony,{Laces},,,,Running,{Flat Lace},110.00,,{},2022,"{Spring, Summer, Fall}","{Retro, Classic}",Low,
Veja SDU Rec,Veja,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",135.00,,{},2023,"{Spring, Summer}","{Retro, Classic}",Low,11.4
DC Pure SE,DC,{},,,,Skate,{},70.00,,{},,{},{},Low,
ECCO Multi-Vent,ECCO,{Laces},,,,Casual,{},200.00,,{},2023,"{Spring, Summer, Fall, Winter}","{Sporty, Minimalist}",Low,
PUMA CELL Viper,PUMA,{Laces},,,,Running,{},80.00,,{},2019,{},{Dad},Low,
ASICS Tarther Japan,ASICS,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",170.00,,{},2022,"{Spring, Summer}","{Retro, Sporty}",Low,
Nike SB Bruin React T,Nike,{Laces},,,,Skate,{Flat Lace},100.00,,{},2023,"{Spring, Summer, Fall}",{Sporty},Low,
Vans Anaheim Factory Style 73 DX,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",80.00,,{},2022,"{Spring, Summer}","{Retro, Minimalist}",Low,
Converse Chuck II High Top,Converse,{Laces},,,,Basketball,{},75.00,,{},,{},{Retro},High,
DC Tonik TX,DC,{},,,,Skate,{},60.00,,{},2019,{},{},Low,
Reebok Zig Kinetica Concept_Type1,Reebok,"{Velcro, Laces}",,,,Running,{No Lace},180.00,,{},2020,"{Spring, Summer}",{Classic},Low,
Skechers Solar Fuse - Kryzik,Skechers,{Laces},,,,Casual,{},72.00,,{},2020,"{Spring, Summer}",{},Low,
Native Jericho,Native,{Slip-On},,,,Casual,{No Lace},45.00,,{},,"{Spring, Summer}",{},Low,
Jordan Series .01,Jordan,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",80.00,,{},2021,{Summer},{Sporty},Low,
Vivobarefoot Scott III,Vivobarefoot,{Laces},,,,Casual,{Round Lace},200.00,Asian,{},2023,"{Fall, Winter}","{Minimalist, Sneakerboots}",High,17.3
Adidas VL Court 2.0,Adidas,{Laces},,,,Skate,{},60.00,,{},2020,{},{},Low,
Vans Saddle Sid Pro,Vans,{Laces},,,,Skate,{},80.00,,{},,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
DC Heathrow SE,DC,{},,,,Skate,{},75.00,,{},,{},{},Low,
KEEN Brixen Waterproof Low,KEEN,{Slip-On},,,,Casual,{No Lace},120.00,,{},2019,{Winter},{},Low,
Reebok Royal Glide Ripple Clip,Reebok,{},,,,Running,{},65.00,,{},,{},{},Low,
SeaVees Monterey Standard,SeaVees,{Laces},,,,Casual,"{Cotton Lace, Flat Lace}",68.00,,{},,"{Spring, Summer, Fall}",{Minimalist},Low,
Reebok Classic Leather MU,Reebok,{Laces},,,,Running,"{Cotton Lace, Flat Lace}",80.00,,{},,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Timberland Skyla Bay Pull-On,Timberland,{Slip-On},,,,Casual,{No Lace},90.00,,{},,"{Fall, Winter}","{Dressy, Sneakerboots}",High,
Cole Haan ZEROGRAND Perforated Sneaker,Cole Haan,{Laces},,,,Casual,{Round Lace},190.00,,{},2019,{Summer},{Dressy},Low,
Keds Courty II,Keds,{},,,,Tennis,{},60.00,,{},2022,"{Spring, Summer, Fall}",{Minimalist},Low,
Adidas NMD_R1 STLT Primeknit,Adidas,"{Laces, Slip-On}",,Nic Galway,,Running,"{Cotton Lace, No Lace, Flat Lace}",170.00,,{},,{Summer},"{Sporty, Sock}",Low,
Nike Zoom Fly Off-White,Nike,{Laces},Off-White,Virgil Abloh,,Running,{Flat Lace},170.00,,{},2020,"{Spring, Summer}",{Sporty},Low,
Saucony DXN Vintage,Saucony,{},,,,Running,{},70.00,,{},,{},{},Low,
Supra Hammer Run,Supra,{},Jim Greco,,,Running,{},75.00,,{},,{},{},Low,
Nike Air Huarache SE,Nike,{Laces},,,,Running,"{Synthetic Lace, Flat Lace}",120.00,,{},,"{Spring, Summer}","{Retro, Sporty, Chunky}",Low,
UGG Lakesider Zip Puff,UGG,{Zipper},,,,Casual,{No Lace},140.00,,{},2022,"{Fall, Winter}","{Dressy, Chunky}",Low,
Converse Chuck Taylor All Star Core Hi,Converse,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",60.00,Asian,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",High,
Converse DRKSHDW DRKSTAR Chuck 70,Converse,{Laces},,,,Casual,{Flat Lace},170.00,,{},2022,"{Spring, Summer}",{Dressy},High,
PUMA Drift Cat 7S Ultra,PUMA,{Laces},,,,,{Flat Lace},75.00,,{},2022,"{Fall, Winter}","{Retro, Classic}",Low,
Nike Court Vision Low Premium,Nike,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",75.00,Asian,{},2022,"{Spring, Summer}","{Retro, Sporty}",Low,
DC Manteca SE,DC,{},,,,Skate,{},75.00,,{},,{},{},Low,
Vans Made For The Makers Authentic UC,Vans,{Laces},Made for the Makers,,,Skate,{},75.00,,{},,{},{Retro},Low,
Reebok Revenge Plus MU,Reebok,{Laces},,,,Tennis,{},85.00,,{},2019,{},{},Low,
Ariat Dozer,Ariat,{Laces},,,,Casual,{Round Lace},130.00,,{},2022,"{Fall, Winter}",{},Low,14.0
New Balance Made In US 993,New Balance,{Laces},,,,Running,{},175.00,USA,{},2020,"{Spring, Summer}",{Retro},Low,
Nike Air Huarache Utility,Nike,{Laces},,,,Running,"{Round Lace, Synthetic Lace}",125.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Chunky}",Low,
Adidas Originals by AW BBall Shoes,Adidas,{},Alexander Wang,,,Basketball,{},250.00,,{},2019,{},{},High,
PUMA TSUGI Jun,PUMA,{Slip-On},,,,Training,{No Lace},120.00,,{},,"{Spring, Summer}","{Sporty, Sock}",Mid,
Reebok Classic Leather 2.0,Reebok,{},,,,Running,{},90.00,,{},,{},{},Low,
Nike Cortez Basic Premium,Nike,{Laces},,Bill Bowerman,,Running,{},90.00,,{},2022,"{Spring, Summer, Fall}","{Retro, Sporty}",Low,
PRO-Keds Royal Hi Classic Canvas,PRO-Keds,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",65.00,Asian,{Striped},,"{Spring, Summer, Fall}","{Classic, Sporty, Minimalist}",High,
Etnies Stratus,Etnies,{Laces},,,,Skate,{},60.00,,{},2020,"{Spring, Summer}",{},Low,
Converse All Star Disrupt CX,Converse,{Laces},,,,Basketball,{Round Lace},120.00,,{},,"{Spring, Summer}","{Futuristic, Deconstructed}",High,
Reebok Club C Laceless Mule,Reebok,{Slip-On},Beams,,,Tennis,{No Lace},70.00,,{},2022,"{Spring, Summer, Fall}","{Sporty, Mule}",,
Vans SK8-Hi GTX,Vans,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",160.00,,{},2020,"{Fall, Winter}","{Retro, Sporty}",High,
SeaVees Army Issue Sneaker Low,SeaVees,{Laces},,,,,{},108.00,,{},2019,"{Spring, Summer, Fall}",{Minimalist},Low,
Onitsuka Tiger Fabre BL-S 2,Onitsuka Tiger,{Laces},,,,Basketball,{},140.00,,{},2020,"{Spring, Summer}",{Retro},Low,
Nike Air Shoot Around,Nike,"{Zipper, Velcro, Laces}",Fear of God,Jerry Lorenzo,,Basketball,{No Lace},300.00,,{},2022,{},"{Sporty, Minimalist, Futuristic}",High,
ECCO Biom 2Go,ECCO,{Laces},,,,Hiking,{Round Lace},215.00,,{},,"{Fall, Winter}",{Dad},Low,
Cole Haan Zerogrand Winner Tennis,Cole Haan,{Laces},,,,Tennis,{},130.00,,{},2023,"{Spring, Summer, Fall}",{Sporty},Low,
Timberland Killington Chukka Sneaker Boots,Timberland,{Laces},,,,Casual,"{Round Lace, Synthetic Lace}",125.00,,{},,"{Fall, Winter}",{Sneakerboots},High,10.8
TOMS TRVL LITE High,TOMS,{},,,,Casual,{},85.00,,{},2019,{},{},High,
PUMA Smash v2 Buck,PUMA,{Laces},,,,Tennis,"{Synthetic Lace, Flat Lace}",55.00,,{},2019,"{Spring, Summer}","{Retro, Sporty, Minimalist}",Low,
Adidas Hoops 2.0,Adidas,{Laces},,,,Basketball,"{Cotton Lace, Flat Lace}",60.00,,{},2019,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Nike SB Chron Solarsoft,Nike,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",70.00,,{},2019,"{Spring, Summer, Fall}","{Sporty, Minimalist}",Low,
Converse CONS One Star Pro Low Top,Converse,{Laces},,,,Skate,"{Cotton Lace, Flat Lace}",70.00,,{},,"{Spring, Summer, Fall}","{Retro, Sporty, Minimalist}",Low,
Reebok Cardi Coated Club C Double,Reebok,{Laces},Cardi B,,,Tennis,{},80.00,,{},2023,"{Spring, Summer, Fall}","{Sporty, Platform}",Low,
